Company Name,Manual Score,Rationale,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,NAICS Codes,Short Description,Founded Year,Logo Url,Subsidiary of,Subsidiary of (Organization ID),Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Prerequisite: Research Target Company,Qualify Account,Prerequisite: Determine Research Guidelines
Miken Technologies,9,"High-Value Target. Founded in 1987—this is a massive 39-year succession gap signal. Rationale: ""Search funds allow aspiring entrepreneurs... to search for [and] acquire... a company"" from retiring owners. A business founded in '87 is almost certainly facing a retirement transition.",Miken,Cold,,33,information technology & services,yutongwen@gmail.com,http://www.miken.net,http://www.linkedin.com/company/miken-technologies,https://www.facebook.com/MikenTech/,https://twitter.com/mikentech,2132 Tenbrook Rd,Arnold,Missouri,United States,63010,"2132 Tenbrook Rd, Arnold, Missouri, United States, 63010","business technology, it consulting services, electronic document management, information security, it products amp solutions, business communications, data security, software development, hosting services, remoteonsite service, it products solutions, it services & it consulting, onsite support, cloud services, cybersecurity services, live ai demo, managed it services, vulnerability audits, threat monitoring, services, self-guided tour, ai capabilities, b2b, consulting, it infrastructure, barracuda security, data backup, saas protection for microsoft 365, managed edr, business communication solutions, remote support, it support, network support, computer systems design and related services, industry-specific solutions, asset refreshment program, vendor management, business continuity, business automation, duo mfa, multi-factor authentication, cybersecurity, azure services, cloud computing, case studies, it consulting, information technology and services, security solutions, microsoft 365, managed it, phishline security awareness, help desk support, computer & network security, information technology & services, enterprise software, enterprises, computer software, management consulting",'+1 314-961-0501,"Cloudflare DNS, Constant Contact, Outlook, GoDaddy Hosting, reCAPTCHA, Mobile Friendly, WordPress.org, Gravity Forms, Nginx, Avaya, Remote, AI",,,,,5335000,,69e13f2a92aeb40001c7315c,7371,54151,"Miken Technologies offers the knowledge, experience and cost-effective resources to make technology work for your business.  

We provide a comprehensive portfolio of information technology and business communication solutions, software development, project management and professional business services.  Miken partners with major software/hardware and integrated solution providers while working closely with our clients to develop and deliver world-class solutions.  Visit www.miken.net to learn more.",1987,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/683ba68078469200010fdc63/picture,,,,,,,,,
"WEBIT Services, Inc.",4,"REJECTED. While the metrics look good, it is an employee-owned (ESOP) company. Rationale: Acquiring an ESOP is notoriously complex and contradicts the goal of finding a single retiring owner for a clean transition.",WEBIT Services,Cold,,42,information technology & services,yutongwen@gmail.com,http://www.webitservices.com,http://www.linkedin.com/company/webit-services,https://www.facebook.com/webitservices,https://twitter.com/webitservices,1815 W Diehl Rd,Naperville,Illinois,United States,60563,"1815 W Diehl Rd, Naperville, Illinois, United States, 60563","business continuity, disaster recovery, managed services, technology management, network administration, security, process automation, strategic planning, managed it services, comanaged it, managed services business continuity security voip voice over ip telephony strategic planning cloud c, cloud computing, compliance, managed it security, voip voice over ip telephony, cyber security, vcio, business process improvement, software development, artificial intelligence, it services & it consulting, it consulting for smbs, custom software, it strategy, it support, fractional cio, data protection, vendor-agnostic solutions, technology consulting, data center services, cloud solutions, b2b, employee-owned company, voip and telephony, computer systems design and related services, business intelligence, network infrastructure, data backup and recovery, cybersecurity, compliance support, structured cabling, it infrastructure, consulting, data protection saas, it consulting, bbb torch award, information technology and services, data center management, cybersecurity services, services, healthcare, non-profit, enterprise software, enterprises, computer software, information technology & services, computer & network security, management consulting, analytics, health care, health, wellness & fitness, hospital & health care, nonprofit organization management",'+1 630-870-1088,"Cloudflare DNS, DNS Made Easy, Rackspace MailGun, Outlook, Autotask, Microsoft Application Insights, Microsoft Azure, Sophos, Workable, Slack, Active Campaign, Google Font API, reCAPTCHA, Hotjar, Facebook Custom Audiences, WordPress.org, Bootstrap Framework, Facebook Widget, Google Tag Manager, Mobile Friendly, Gravity Forms, Wistia, Facebook Login (Connect), Remote, AI, Akamai CDN Solutions, AWS Trusted Advisor, Azure Active Directory, Azure Linux Virtual Machines, Infoblox DHCP, Microsoft Active Directory Federation Services, Microsoft Azure Monitor, Microsoft Exchange Online, Microsoft Hyper-V Server, Microsoft Windows Server 2012, Office365, VMware, TUNE, Cisco VPN, VLAN, Juniper Networks SRX-Series Firewalls, NetApp SAN, .NET",,,,,2500000,,69e13f2a92aeb40001c7315d,7379,54151,"WEBIT Services, Inc. is an employee-owned IT services and consulting company based in Naperville, Illinois. Founded in 1996, the company focuses on providing tailored IT solutions for small and medium-sized businesses in Naperville, Aurora, St. Charles, and nearby areas. With a team of 35-49 employees, WEBIT generates approximately $2 million in annual revenue and is led by CEO and Founder Eric Rieger.

The company offers a range of services, including managed IT services, IT helpdesk support, cybersecurity, cloud solutions, and business continuity planning. WEBIT emphasizes customized strategic planning and aligns technology with organizational goals to enhance productivity and reduce risks. It is accredited by the Better Business Bureau with an A+ rating and has received multiple awards for ethics. The firm operates under the Entrepreneurial Operating System (EOS) to ensure accountability and client satisfaction, offering a 90-day satisfaction guarantee with full refunds.",1996,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69ac64ff43c2380001215e1b/picture,,,,,,,,,
eDot,2,"REJECTED. Already acquired by Cyber Advisors in November 2024. Rationale: The ""Succession Gap"" has already been monetized by another firm.",eDot,Cold,,31,computer networking,yutongwen@gmail.com,http://www.edotsolutions.com,http://www.linkedin.com/company/edot,https://www.facebook.com/eDotSolutions,https://twitter.com/eDot3075,3075 Tollview Dr,Rolling Meadows,Illinois,United States,60008-3708,"3075 Tollview Dr, Rolling Meadows, Illinois, United States, 60008-3708","since 1999, helping businesses experience stable, reliable, predictable technology ownership, data protection, managed support, onsite support, remote support, network monitoring, backup & recovery, hardware procurement, software procurement, firewall as a service, cybersecurity, cloud services, network design, cloud based ip phones, low voltage vabling & wiring, security program development, security testing, cloud security assessment, cloud computing, professional services, offensive security testing, iot device vulnerability testing, security architecture design, risk management, threat detection, managed it services, security automation, incident response, purple team engagements, penetration testing as a service, security incident management platform, regulatory compliance, security patch management, security awareness training, security incident response, compliance audits, security threat emulation, cyber warranty, b2b, managed it, computer systems design and related services, offensive security, penetration testing, sase, security solutions, security testing tools, security posture assessment, security training, security assessments, cyber threat intelligence, cyber insurance support, security consulting, cloud security, security risk assessment, managed security, iot security, security strategy, security gap analysis, consulting, security vendor partnerships, security policies, security audits, it services, it consulting, vciso services, zero trust (ztna), api security testing, cloud infrastructure security, vciso, security incident management, security policy development, security compliance, security automation tools, cybersecurity solutions, adversarial simulation, information technology and services, regulatory compliance audits, security monitoring, security architecture, services, threat hunting, healthcare, finance, education, legal, non-profit, enterprise software, enterprises, computer software, information technology & services, professional training & coaching, computer & network security, management consulting, health care, health, wellness & fitness, hospital & health care, financial services, nonprofit organization management",'+1 847-847-4500,"Microsoft Office 365, Media Temple, Hubspot, Slack, Google Tag Manager, Mobile Friendly, Apache, WordPress.org, Google Font API",,Merger / Acquisition,0,2024-11-01,2096000,,69e13f2a92aeb40001c7315f,7371,54151,"In today's constantly evolving technological landscape, eDot provides solutions to your business needs. Our broad range of services ensure that your business always stays up and running and you always have a skilled engineer ready to solve any technological issue that may arise. With eDot on your team, you're always ahead of the curve.

The eDot focus of offering practical solutions for businesses of any size has sparked their growth from a technology support business, to the all-encompassing Technology Solutions company they are today. Their unique approach to handling the technology needs of clients leads to a customizable package of services catered to your specific needs.

TECHNOLOGY CUSTOMIZATION TO FIT YOUR SPECIFICATIONS

Whether your business needs servicing of existing technology, an assessment of ways to improve upon your existing systems, or an entire overhaul to modernize your technology, eDot's team of Engineers are standing by. We customize services and prices to meet your specifications and offer fixed monthly prices, as well as hourly/project rates.

WHAT TECHNOLOGY SOLUTIONS MEANS TO YOUR BUSINESS

Every business is unique in what they offer and what their technological needs may be. What eDot offers your unique business is peace of mind in the reliability of your technology. With a team of Engineers available 24 hours a day, 7 days a week, eDot is readily available to handle whatever problem your business may come across.",1999,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/680f540fe8c0a0000118b1a6/picture,Cyber Advisors (cyberadvisors.com),54a20cad7468692e71ca4f08,,,,,,,
Global Mobility Services,5.5,"Founded in 1993, but the focus is on ""Staff augmentation"" and ""Cloud consulting."" Rationale: ""On the Nature of Revenue"" highlights that recurring revenue is the safety net. Staffing revenue is ""low quality"" as it is highly transactional and lacks the switching costs of a managed service contract.",Global Mobility Services,Cold,,44,information technology & services,yutongwen@gmail.com,http://www.gmobility.com,http://www.linkedin.com/company/gms-chicago,https://facebook.com/pages/Global-Mobility-Services/592336917552598,https://twitter.com/global_gms,2385 Hammond Dr,Schaumburg,Illinois,United States,60173,"2385 Hammond Dr, Schaumburg, Illinois, United States, 60173","cloud computing, data analytics, amazon web services training, managed it services, cloud consulting, software development, it training, valueadded hardware resale, data analytics sql training, salesforce crm, staffing recruiting, web development, digital marketing, it services, it recruitment & staffing, telecom solutions, product design & development, it services & it consulting, ai content generation, natural language processing, cloud architecture, high availability, ai for healthcare, computer systems design and related services, containerization, it solutions, it security, digital transformation, ci/cd pipelines, finops cost reduction, terraform, performance monitoring, computer vision applications, technical support, real-time data processing, operational efficiency, ai-driven data insights, healthcare it, remote monitoring, 5g network support, customer engagement, cloud solutions, financial technology, devops, security as code, network infrastructure, cloud cost optimization strategies, consulting, infrastructure as code, healthcare, telecommunications, data security, saas applications, it consulting, hipaa cloud solutions, edge computing solutions, multi-cloud management, data engineering, enterprise software, cost monitoring, ai for supply chain, frequency mitigation, risk management, small cell quality checks, financial services, aws partner, kubernetes, cloud migration, b2b, predictive analytics, computer vision, multi-cloud strategies, security audits, disaster recovery, ai for finance, soc 2 compliance, information technology and services, services, hardware solutions, automation, cost optimization, product development, cran planning, ai & machine learning, hybrid cloud, cloud security audits, cybersecurity, hybrid cloud infrastructure, custom software development, big data platforms, network optimization, remote network support, machine learning, application development, risk assessment, security & compliance, end-to-end cloud migration, staff augmentation, compliance standards, cloud development, ai solutions, real-time processing, custom software solutions, monitoring and observability, container orchestration, automated decision-making, it products, multi-cloud strategy, cloud cost optimization, data governance, business continuity, it hardware, customized solutions, end-to-end support, scalable architectures, compliance solutions, it staffing, data visualization, user experience design, automated workflows, site optimization, revenue forecasting, supply chain efficiency, job placement, talent alignment, technology partnership, quality assurance, finance, education, transportation & logistics, enterprises, computer software, information technology & services, marketing & advertising, artificial intelligence, computer & network security, finance technology, health care, health, wellness & fitness, hospital & health care, management consulting, app development, apps, staffing & recruiting",'+1 847-925-8134,"Outlook, Slack, Mobile Friendly, Cedexis Radar, Bootstrap Framework, WordPress.org, Apache, Vimeo, Google Font API, Adobe Media Optimizer, Remote",,,,,7125000,1,69e13f2a92aeb40001c731dc,7375,54151,"Global Mobility Services (GMS) is an IT solutions provider based in Schaumburg, Illinois, established in 1996. The company specializes in cloud consulting, product development, data engineering, and network infrastructure services, leveraging over 30 years of industry experience. GMS has evolved from a small team focused on network infrastructure and telecom solutions into a comprehensive IT firm that offers cloud-native platforms, AI-powered analytics, and scalable digital solutions.

GMS provides a wide range of services, including cloud solutions with a focus on AWS, product development, data analytics, IT staff augmentation, and network infrastructure. The company emphasizes collaboration and customization, aiming to meet the evolving IT needs of various industries such as automotive, education, healthcare, and financial services. GMS has established partnerships with major clients and vendors, including Verizon Wireless and Cisco Systems, and is committed to delivering end-to-end solutions for digital transformation.",1993,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69aa61c9b2f26900016e527b/picture,,,,,,,,,
"RPM Technologies, LLC",9,"High-Value Target. Founded in 2006 (20-year history). Perfect headcount (26). Niche focus on ""Life Sciences"" and ""Regulated Industries"" creates high switching costs. Rationale: ""Entrepreneurs... should gravitate toward businesses with promising economic characteristics."".",RPM,Cold,,26,information technology & services,yutongwen@gmail.com,http://www.rpmit.com,http://www.linkedin.com/company/rpmit,https://facebook.com/rpmit,https://twitter.com/RPMTechnologies,627 E Market St,Indianapolis,Indiana,United States,46202,"627 E Market St, Indianapolis, Indiana, United States, 46202","systems integration, it governance risk & compliance, cyber risk, cybersecurity, it security, staff augmentation, business transition services, 21 cfr part 11, help desk, managed services, it consulting services, it for life sciences, it services & it consulting, business it optimization, it policy development, firewall management, services, it policy enforcement, technology planning, help desk support, data security, it infrastructure scalability, penetration testing, managed service providers, threat detection, it infrastructure support, information technology and services, vendor management, proactive management, system upgrades, cloud platforms, regulatory compliance solutions, cloud advisory, it consulting, employee security awareness training, compliance, cloud computing, system monitoring, it project management, it security policy development, it risk assessment, risk management, regulatory compliance, it support, it operations, vulnerability scanning and penetration testing, data protection, it vendor relations, it optimization, scalable it solutions, custom it solutions for smbs, b2b, anti-virus and anti-malware, it solutions, vulnerability assessment, employee training, it system integration, hybrid cloud architecture, security policies, employee security training, business continuity planning, hybrid cloud solutions, data backup and recovery, it infrastructure design, it cost optimization, it infrastructure, compliance management, remote network monitoring, cloud cost analysis and planning, it asset management, security first approach, it risk mitigation, it compliance solutions, 24/7 monitoring, business growth support, security management, automated security monitoring, it support for healthcare and government, security incident response, cloud migration, business continuity, consulting, customer support, disaster recovery, remote support, network management, government, business consulting, computer systems design and related services, it strategy, healthcare, computer & network security, information technology & services, management consulting, enterprise software, enterprises, computer software, health care, health, wellness & fitness, hospital & health care",'+1 317-973-1100,"Outlook, Autotask, Remote",,,,,3091000,,69e13f2a92aeb40001c731e0,7379,54151,"RPM helps companies of all sizes in all industries leverage technology to maximize their potential.  Our team of experts develops plans for successful use of technology as a business advantage.

RPM Technologies develops, implements and manages highly available, secure and scalable IT.  We achieve this by:
    ~ Bridging the gap between business goals and technology.
    ~ Expertise in IT, compliance and business process development.
    ~ Extending standards developed for large enterprises in highly regulated industries to clients of all sizes.
    ~ Bringing tools and NIST frameworks to the task of appropriately securing our clients data.",2006,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66fe4e5591537000014f5a15/picture,,,,,,,,,
Power I.T.,5,"Founded in 2003 (23-year history). However, the description reveals it is primarily a staffing and recruitment firm. Rationale: ""Not All Revenue Is Created Equally."" Staffing revenue is transactional and lacks the recurring ""safety net"" provided by managed service contracts..",Power I.T,Cold,,23,information technology & services,yutongwen@gmail.com,http://www.power-it.net,http://www.linkedin.com/company/power-it,https://facebook.com/pages/Power-IT/347512068680175,https://twitter.com/_PowerIT,6811 Shawnee Mission Pkwy,Overland Park,Kansas,United States,66202,"6811 Shawnee Mission Pkwy, Overland Park, Kansas, United States, 66202","sharepoint  infrastructure including desktop support help desk voice data networking  managed service, crm, enterprise applications including net, sharepoint  infrastructure including desktop support help desk voice amp data networking  managed ser, it services & it consulting, power system optimization, power system replacement, power system lifecycle, power infrastructure, power system monitoring, power system troubleshooting, electrical equipment manufacturing, power system compliance, cabling installation, power reliability, power management services, power system management, power management, equipment disposal, power design, it services, it infrastructure, power distribution units, system maintenance, mission-critical power, b2b, data center power support, executive search, managed it services, mission-critical cabling, power hardware, power infrastructure design, salesforce, cybersecurity, ups systems, mission-critical support, power system support, cabling maintenance, wiring device manufacturing, system monitoring, it consulting, recruitment, industrial cabling, technology consulting, power system design, services, 24/7 support, system replacement, consulting, system uptime, electrical wiring and cabling, data center infrastructure, cabling hardware, cloud services, industrial cabling solutions, power system maintenance, power system safety, power protection, power system installation, cabling solutions, talent acquisition, it staffing, contract staffing, direct hire services, top it talent, cybersecurity professionals, salesforce recruitment, candidate sourcing, career planning, qualitative recruitment, network of candidates, i.t. professionals, project delivery, long-term career goals, national recruiting services, executive it roles, cio, cto, ceo, recruitment process, employment solutions, contract-to-hire, technical skills assessment, job market analysis, retention strategies, client-matching process, employee onboarding, job placement services, staffing solutions, talent retention, skill set evaluation, job openings, team building, client consultation, customized staffing, talent pipeline, industry leaders, diverse talent pool, technology careers, high demand tech jobs, candidate engagement, job search strategies, it industry expertise, remote staffing solutions, distribution, energy & utilities, sales, enterprise software, enterprises, computer software, information technology & services, electrical/electronic manufacturing, mechanical or industrial engineering, staffing & recruiting, management consulting, cloud computing",'+1 913-384-5800,"Gmail, Google Apps, Google Cloud Hosting, Android, Node.js, Remote, AI",,,,,8110000,,69e13f2a92aeb40001c731e3,1731,33593,"Power I.T. is a full-service IT consulting and technology staffing company based in the Kansas City area, specifically Overland Park, KS, and Kansas City, MO. Founded in 2003, the company specializes in contract, direct-hire, and executive search services for IT professionals and organizations. With a team of 2-10 employees, Power I.T. focuses on connecting top IT talent with industry-leading companies through its Career Planning Program and the Power Executive division, which targets IT leadership roles nationwide.

The company offers a range of services, including IT staffing and recruitment, full-service IT consulting, and managed IT infrastructure solutions. Their consulting services address complex client needs, covering areas such as enterprise applications, infrastructure support, and managed services. Power I.T. is dedicated to assisting technical professionals in their career development and placement opportunities, enhancing their professional achievements.",2003,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/66da9527eb881900012a3d83/picture,,,,,,,,,
AlignLayerNine,4,"REJECTED. While the metrics (founded 2011, 44 staff) are close, it is a ""division of HTML Global."" Rationale: A search fund acquisition requires a clean path to ownership from a retiring individual, not a corporate carve-out from a larger entity..",AlignLayerNine,Cold,,44,information technology & services,yutongwen@gmail.com,http://www.htmlglobal.com,http://www.linkedin.com/company/alignlayernine,https://facebook.com/HTMLGlobal,https://twitter.com/HTMLGlobal,2700 Patriot Blvd,Glenview,Illinois,United States,60026-8021,"2700 Patriot Blvd, Glenview, Illinois, United States, 60026-8021","technology staff augmentation, it msp, google cloud, cybersecurity, g suite deployment, google apps for business & education, systems integration & support, it managed services, it services & it consulting, b2b, environment testing, information technology and services, hosting, cloud services, consulting, security policy development, managed it services, threat detection, threat elimination, network security, multi-factor authentication, small business plans, security policy compliance, manual testing, security awareness training, cloud computing, server continuity, penetration testing tools, application security, remediation support, risk mitigation, saas protection, managed service providers, retesting, it support, cyber security, vulnerability testing, remediation assistance, policy audits, it strategy, phishing defense, threat identification, it consulting, application & wireless tests, cyber security insurance, virtual cio, web security, penetration testing, services, security policy audits, automated testing, dark web monitoring, data backup, computer systems design and related services, healthcare, finance, education, non-profit, information technology & services, enterprise software, enterprises, computer software, computer & network security, management consulting, health care, health, wellness & fitness, hospital & health care, financial services, nonprofit organization management, it services & computer repair, local services, marketing, professional services, web design",'+1 847-999-4879,"Cloudflare DNS, Outlook, Zoho Email, Oracle Cloud, WP Engine, Vercel, Microsoft Azure, Slack, Remote, AI",,,,,3128000,1,69e13f2a92aeb40001c731e6,7379,54151,"AlignLayerNine is a division of HTML Global that specializes in managed IT services, cybersecurity, cloud solutions, and strategic IT planning. The company focuses on aligning IT with business objectives, providing clear communication, and acting as an extension of clients' teams. They emphasize a culture of security and transparency, ensuring personalized service through dedicated teams.

The services offered by AlignLayerNine include comprehensive management of IT assets and systems, proactive cybersecurity measures, and support for cloud solutions that facilitate hybrid work. They also provide strategic IT planning to enhance profitability and productivity. AlignLayerNine is committed to building a culture of security and offers a money-back guarantee on their services. Their approach includes industry-specific support, such as HIPAA compliance for healthcare, and features like a self-service portal for account management and reliable website hosting.",2011,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68c68a4f89ec660001f36580/picture,,,,,,,,,
Big Water Tech,9,"High-Value Target. Founded in 2010 (16-year history). 28 employees. Explicit focus on ""Keeping IT Simple"" and ""Cabling & Infrastructure"" (+2). Rationale: High-stagnation signals in hardware and infrastructure suggest a business where a new CEO can ""harness different stage-appropriate skills to grow."".",Big Water Tech,Cold,,28,information technology & services,yutongwen@gmail.com,http://www.bigwatertech.com,http://www.linkedin.com/company/big-water-technologies,https://www.facebook.com/big.water.technologies/,https://twitter.com/big_water_tech,25860 Lahser Rd,Southfield,Michigan,United States,48033,"25860 Lahser Rd, Southfield, Michigan, United States, 48033","cloud voice, data security, managed it services, hippa compliance, worryfree it, it moving services, security systems, tech support, telephone systems, disaster recovery, cyber security, computers networking, cabling, draas, carrier services, microsoft m365, computers amp networking, cyber insurance consulting, it services & it consulting, cloud computing, cyber score assessment, siem, it support, risk management, threat detection, cloud services, data protection, vendor management, air gap technology, backup & disaster recovery, cmmc compliance, cloud migration, cobit framework, network security, proactive monitoring, b2b, dark web monitoring, hybrid cloud, encryption, business support services, computer systems design and related services, scalable it solutions, pci dss compliance, microsoft azure, digital transformation, hipaa compliance, cybersecurity, infrastructure support, phone system services, consulting, ai threat protection, voip phone services, hybrid phone solutions, managed services, telecommunications, it consulting, real-time threat response, cabling & infrastructure, business continuity, vciso, firewall management, security & compliance, remote support, security & compliance audits, cloud backup for m365, security assessment, vulnerability management, nist cyber framework, unified communication, information technology and services, security frameworks, security monitoring, services, healthcare, finance, legal, non-profit, computer & network security, information technology & services, enterprise software, enterprises, computer software, management consulting, health care, health, wellness & fitness, hospital & health care, financial services, nonprofit organization management, it services & computer repair, local services",'+1 248-350-2020,"Cloudflare DNS, CloudFlare Hosting, Zoho SalesIQ, Instantly, Slack, Google Font API, Mobile Friendly, Google Tag Manager, Remote",,,,,4034000,1,69e13f2a92aeb40001c731ec,7379,54151,"We keep IT simple. Remote work? We make it simple. You need your tech to do what you need when you need it and wherever you are. That's where we come in. We help businesses grow by giving them the tech they need. We provide and support remote collaboration, TeleMedicine, Webinars, Remote Lecture, VPNs, Cloud Storage, and more. 

We are a bespoke IT firm, we tailor every solution to fit your needs. We work with how you work. We are compliance and security experts. Ready to create your perfect office tech setup? We do that. Need phones? We do that. Need building security, wifi, and a network? We do that. Tell us how you want your office to work, and we make it happen. From security education for your team to the cloud and everything in between, we keep IT simple. Ready for technology that simply... works? Call Big Water Tech, today.",2010,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/6960e2d488ba5e0001728499/picture,,,,,,,,,
Affiliated Resource Group,8,"Founded in 1993 (33-year history). Revenue is $10M. A very stable firm, but 41 employees push it into a higher management complexity tier. Rationale: ""Typical target company... $5M to $15M of sustainable revenue."". It borders on being ""too established"" for a single-searcher ""stagnant"" play.",Affiliated Resource Group,Cold,,41,information technology & services,yutongwen@gmail.com,http://www.aresgrp.com,http://www.linkedin.com/company/affiliated-resource-group,,https://twitter.com/affiliatedit,5700 Perimeter Drive,Dublin,Ohio,United States,43017,"5700 Perimeter Drive, Dublin, Ohio, United States, 43017","managed advisory it consulting services, sql, disaster recovery planning solutions & services, it asset & lifecycle management services, data management & protection solutions & services, it reviews, microsoft office 365 solutions & services, managed it services, virtualization & storage management, hipaa & pci risk assessments & ongoing compliance management programs, it leadership & planning program services, it compliance, sharepoint, business process reviews, managed infrastructure services, ongoing support solutions, cybersecurity, it security, infrastructure & network design, exchange, cybersecurity solutions & management services, virtualization & storage solutions & support services, bi solutions, managed amp advisory it consulting services, support & engineering services, cosourced it services for organizations with existing it teams, microsoft platform solutions & services server, hippa compliance, crm using microsoft dynamics crm, it disaster recovery planning, implementation, net applications, cloud computing services, iseries application integration, it services & it consulting, security policy enforcement, risk assessment, it management, incident response planning, soc 2, manufacturing, cmmc compliance, consulting, vulnerability scanning, endpoint security, security incident playbooks, services, it strategy, regulatory standards, computer systems design and related services, firewall management, liability guard, phishing simulations, data compliance, information technology services, operational efficiency, nist, security audits, vulnerability assessments, penetration testing, professional services, helpdesk support, transportation & logistics, cloud solutions, regulatory compliance, b2b, cybersecurity solutions, cmmc, data encryption, cloud support, it risk mitigation, incident response, healthcare, hipaa compliance, cyber watch program, digital transformation, it support, security policy development, network security, business continuity, employee security training, business continuity planning, it consulting, hipaa security rule, third-party risk management, microsoft license management, dark web monitoring, proactive monitoring, distribution, computer & network security, information technology & services, mechanical or industrial engineering, professional training & coaching, cloud computing, enterprise software, enterprises, computer software, health care, health, wellness & fitness, hospital & health care, management consulting",'+1 614-889-6555,"Outlook, Amazon AWS, InfusionSoft, Slack, Google Tag Manager, Mobile Friendly, Google Font API, Remote",,,,,10000000,,69e13f2a92aeb40001c731ed,7379,54151,"Affiliated Resource Group (ARG) is an IT services firm based in Central Ohio, specializing in security, compliance, and managed services for mid-sized and closely-held organizations. Founded in 1993, ARG has over 30 years of experience in aligning clients' IT assets with their business goals. The company focuses on enhancing productivity, mitigating cyber threats, and ensuring regulatory compliance through scalable IT solutions.

ARG offers a range of services, including managed IT services and support, advanced cybersecurity solutions, and assistance with regulatory compliance. They also provide strategic IT planning tailored to business expansion needs, utilizing technologies like Microsoft Dynamics CRM. The company is recognized for its commitment to client success and has been named an MSP 150 Elite IT Service Provider by CRN Magazine. ARG emphasizes building long-term relationships with clients across various industries, including manufacturing, finance, and distribution.",1993,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/68bfc062d3370700016b7f9f/picture,,,,,,,,,
Blue Net Inc.,9.5,"Ideal Target. Founded in 2006. Perfect headcount (21) and $10M revenue. Strategic focus on the manufacturing sector creates a ""moat"" of industry expertise. Rationale: ""A desirable and compelling model provides a safety net... since the industry and economic model greatly determine success."".",Blue Net,Cold,,21,information technology & services,yutongwen@gmail.com,http://www.bluenetinc.com,http://www.linkedin.com/company/blue-net-inc-,https://facebook.com/bluenetinc,https://twitter.com/bluenetinc,2915 Waters Road,Eagan,Minnesota,United States,55121,"2915 Waters Road, Eagan, Minnesota, United States, 55121","storage solutions, networking solutions, cloud services, virtualization, it infrastructure consulting, hosting & managed services, security assessement, it services & it consulting, manufacturing, cloud solutions, managed it, it training, it infrastructure design, vendor management, it optimization, remote employee support, information technology and services, microsoft 365 support, proactive monitoring, network management, remote work support, data backup, cybersecurity services, custom it solutions, cybersecurity compliance, computer systems design and related services, it infrastructure, sharepoint, operational efficiency, b2b, disaster recovery, custom software, business it solutions, it support, remote support, it vendor negotiation, services, conference av solutions, microsoft 365, it support minneapolis, it consulting, manufacturing it services, business growth, security compliance, data analytics for manufacturing, industrial it support, help desk support, network security, business continuity, managed it services, it risk assessment, cloud migration, it cost savings, sharepoint consulting, remote work solutions, cybersecurity, tiered support plans, business solutions, it project management, custom software development, technology consulting, consulting, it strategy, cloud computing, enterprise software, enterprises, computer software, information technology & services, mechanical or industrial engineering, management consulting",'+1 952-925-2583,"Microsoft Office 365, DigitalOcean, Cloudflare DNS, Rackspace MailGun, Gmail, Google Apps, CloudFlare Hosting, Outlook, Amazon AWS, Google Tag Manager, WordPress.org, Facebook Login (Connect), Cedexis Radar, Facebook Custom Audiences, Google Font API, Nginx, Linkedin Marketing Solutions, Facebook Widget, Gravity Forms, Vimeo, Mobile Friendly, Adobe Media Optimizer, Android, Remote, AI",,,,,10000000,,69e13f2a92aeb40001c7313b,7375,54151,"Blue Net Inc. is an outsourced IT support and managed services company based in Eagan, Minnesota. Founded in 2006, it serves small to medium-sized businesses in the Minneapolis and St. Paul areas, as well as outstate Minnesota. The company generates approximately $10 million in annual revenue and employs around 24 people.

Blue Net offers a range of IT services, including managed IT services, 24/7 remote monitoring, cybersecurity solutions, custom software development, IT staff augmentation, employee training programs, and technology procurement and maintenance. The company operates on a flat-rate IT support model, providing predictable costs and a consultative approach to develop customized IT plans that align with clients' growth objectives. Blue Net has a strategic focus on the manufacturing sector and has successfully developed numerous managed services and security deals.",2007,https://zenprospect-production.s3.amazonaws.com/uploads/pictures/69a6c937fb2e0a00017e12ed/picture,,,,,,,,,
